date,description,amount,category,transaction_type
2026-01-08,Monthly Rent,18166.14,Rent,Expense
2026-01-08,PVR Cinemas,2763.19,Entertainment,Expense
2026-01-08,Hospital Bill,1746.6,Healthcare,Expense
2026-01-08,Jio Recharge,1257.87,Bills & Utilities,Expense
2026-01-08,Metro Card Recharge,2740.48,Transportation,Expense
2026-01-08,McDonalds,2451.05,Food,Expense
2026-01-08,Myntra,1032.19,Shopping,Expense
2026-01-09,Airtel Broadband,912.79,Bills & Utilities,Expense
2026-01-09,Zomato,2466.38,Food,Expense
2026-01-09,Indian Railways,901.59,Transportation,Expense
2026-01-09,Uber,2489.09,Transportation,Expense
2026-01-09,McDonalds,2273.45,Food,Expense
2026-01-09,Local Bakery,143.47,Food,Expense
2026-01-09,Local Bakery,1148.37,Food,Expense
2026-01-09,Reliance Digital,1094.63,Shopping,Expense
2026-01-09,Tech Corp Salary,56160.03,Salary,Income
2026-01-09,Ola,2883.49,Transportation,Expense
2026-01-10,Ola,2707.85,Transportation,Expense
2026-01-10,Starbucks,564.03,Food,Expense
2026-01-10,Uber,1940.51,Transportation,Expense
2026-01-10,Local Bakery,2960.65,Food,Expense
2026-01-10,Hotel Taj,2582.17,Travel,Expense
2026-01-10,MakeMyTrip,4437.38,Travel,Expense
2026-01-10,Swiggy,2121.63,Food,Expense
2026-01-10,Water Bill,1305.11,Bills & Utilities,Expense
2026-01-10,Uber,1116.92,Transportation,Expense
2026-01-10,Indian Railways,1136.97,Transportation,Expense
2026-01-11,Metro Card Recharge,2150.07,Transportation,Expense
2026-01-11,Dominos Pizza,19990.39,Food,Expense
2026-01-11,Cafe Coffee Day,2842.24,Food,Expense
2026-01-11,Starbucks,1497.69,Food,Expense
2026-01-11,Water Bill,585.59,Bills & Utilities,Expense
2026-01-11,Monthly Rent,10398.67,Rent,Expense
2026-01-11,Jio Recharge,610.65,Bills & Utilities,Expense
2026-01-11,Petrol Pump,2851.4,Transportation,Expense
2026-01-12,Electricity Bill,2401.8,Bills & Utilities,Expense
2026-01-12,Petrol Pump,1541.24,Transportation,Expense
2026-01-12,Amazon,1865.79,Shopping,Expense
2026-01-12,Indian Railways,229.32,Transportation,Expense
2026-01-12,Airtel Broadband,934.18,Bills & Utilities,Expense
2026-01-12,Hospital Bill,208.32,Healthcare,Expense
2026-01-12,Swiggy,389.2,Food,Expense
2026-01-12,Consulting Fee,122990.41,Salary,Income
2026-01-12,BookMyShow,2030.89,Entertainment,Expense
2026-01-12,Uber,2932.34,Transportation,Expense
2026-01-13,Dominos Pizza,2058.54,Food,Expense
2026-01-13,Ola,411.65,Transportation,Expense
2026-01-13,Consulting Fee,79356.57,Salary,Income
2026-01-13,Myntra,2170.47,Shopping,Expense
2026-01-13,Cafe Coffee Day,457.06,Food,Expense
2026-01-13,Cafe Coffee Day,202.86,Food,Expense
2026-01-13,Swiggy,2670.93,Food,Expense
2026-01-14,Flipkart,716.4,Shopping,Expense
2026-01-14,Zara,1159.4,Shopping,Expense
2026-01-14,Petrol Pump,1734.01,Transportation,Expense
2026-01-14,Cafe Coffee Day,516.49,Food,Expense
2026-01-14,Swiggy,1596.18,Food,Expense
2026-01-15,Swiggy,1434.84,Food,Expense
2026-01-15,Cafe Coffee Day,1821.69,Food,Expense
2026-01-15,Uber,848.02,Transportation,Expense
2026-01-15,Metro Card Recharge,1840.58,Transportation,Expense
2026-01-15,Consulting Fee,77723.9,Salary,Income
2026-01-15,Local Bakery,1397.08,Food,Expense
2026-01-15,Amazon Prime,469.25,Entertainment,Expense
2026-01-15,Swiggy,1110.49,Food,Expense
2026-01-15,Uber,370.05,Transportation,Expense
2026-01-15,Tech Corp Salary,61064.6,Salary,Income
2026-01-15,Reliance Digital,1630.85,Shopping,Expense
2026-01-15,Zomato,1377.85,Food,Expense
2026-01-16,Consulting Fee,97188.25,Salary,Income
2026-01-16,Dominos Pizza,1602.02,Food,Expense
2026-01-16,McDonalds,853.14,Food,Expense
2026-01-16,Petrol Pump,1580.67,Transportation,Expense
2026-01-16,Gas Cylinder,1743.28,Bills & Utilities,Expense
2026-01-16,Indian Railways,472.31,Transportation,Expense
2026-01-17,Amazon,1876.21,Shopping,Expense
2026-01-17,Amazon Prime,2236.14,Entertainment,Expense
2026-01-17,Flipkart,974.54,Shopping,Expense
2026-01-17,Jio Recharge,2365.95,Bills & Utilities,Expense
2026-01-17,Freelance Gig,98712.27,Salary,Income
2026-01-17,Local Bakery,1415.97,Food,Expense
2026-01-17,Zara,1906.1,Shopping,Expense
2026-01-17,Zomato,541.03,Food,Expense
2026-01-17,Gas Cylinder,1670.02,Bills & Utilities,Expense
2026-01-17,Cafe Coffee Day,2335.86,Food,Expense
2026-01-17,Monthly Rent,25367.66,Rent,Expense
2026-01-18,Hospital Bill,1419.23,Healthcare,Expense
2026-01-18,McDonalds,19372.52,Food,Expense
2026-01-18,Monthly Rent,27320.57,Rent,Expense
2026-01-18,McDonalds,1307.55,Food,Expense
2026-01-18,Local Bakery,2500.5,Food,Expense
2026-01-18,Freelance Gig,43995.19,Salary,Income
2026-01-18,PVR Cinemas,665.08,Entertainment,Expense
2026-01-18,Dominos Pizza,591.56,Food,Expense
2026-01-18,Gas Cylinder,1481.12,Bills & Utilities,Expense
2026-01-18,Netflix,2257.25,Entertainment,Expense
2026-01-19,Ola,1894.08,Transportation,Expense
2026-01-19,BookMyShow,1239.62,Entertainment,Expense
2026-01-19,BookMyShow,2015.29,Entertainment,Expense
2026-01-19,Cafe Coffee Day,2154.62,Food,Expense
2026-01-19,Consulting Fee,116474.71,Salary,Income
2026-01-20,DMart,1449.32,Shopping,Expense
2026-01-20,BookMyShow,1838.05,Entertainment,Expense
2026-01-20,Dominos Pizza,154.71,Food,Expense
2026-01-20,Monthly Rent,29429.2,Rent,Expense
2026-01-20,Freelance Gig,54639.8,Salary,Income
2026-01-20,Electricity Bill,1021.62,Bills & Utilities,Expense
2026-01-21,Spotify,157.05,Entertainment,Expense
2026-01-21,Reliance Digital,2321.64,Shopping,Expense
2026-01-21,Ola,129.2,Transportation,Expense
2026-01-21,Starbucks,716.8,Food,Expense
2026-01-21,Uber,861.24,Transportation,Expense
2026-01-21,Starbucks,2503.08,Food,Expense
2026-01-21,Dominos Pizza,2881.86,Food,Expense
2026-01-21,Starbucks,2930.43,Food,Expense
2026-01-21,Ola,299.07,Transportation,Expense
2026-01-21,Netflix,2952.84,Entertainment,Expense
2026-01-21,Gas Cylinder,992.54,Bills & Utilities,Expense
2026-01-21,Ola,2410.3,Transportation,Expense
2026-01-22,Dominos Pizza,1549.86,Food,Expense
2026-01-22,Local Bakery,1521.23,Food,Expense
2026-01-22,Starbucks,2443.17,Food,Expense
2026-01-22,Amazon,2903.62,Shopping,Expense
2026-01-23,MakeMyTrip,4417.28,Travel,Expense
2026-01-23,Zomato,2356.8,Food,Expense
2026-01-23,Apollo Pharmacy,2102.42,Healthcare,Expense
2026-01-23,MakeMyTrip,7518.53,Travel,Expense
2026-01-23,Monthly Rent,11878.4,Rent,Expense
2026-01-24,Amazon Prime,2733.44,Entertainment,Expense
2026-01-24,McDonalds,3217.27,Food,Expense
2026-01-24,Dental Checkup,191.14,Healthcare,Expense
2026-01-24,Ola,770.81,Transportation,Expense
2026-01-24,Amazon,1506.38,Shopping,Expense
2026-01-24,McDonalds,874.89,Food,Expense
2026-01-24,Electricity Bill,332.59,Bills & Utilities,Expense
2026-01-24,Uber,1595.21,Transportation,Expense
2026-01-25,Freelance Gig,114086.46,Salary,Income
2026-01-26,Netflix,614.78,Entertainment,Expense
2026-01-26,Cafe Coffee Day,228.54,Food,Expense
2026-01-26,Water Bill,307.44,Bills & Utilities,Expense
2026-01-26,Dominos Pizza,1540.17,Food,Expense
2026-01-26,Oyo Rooms,4314.77,Travel,Expense
2026-01-26,Monthly Rent,12372.61,Rent,Expense
2026-01-27,Gas Cylinder,2613.06,Bills & Utilities,Expense
2026-01-27,Monthly Rent,18835.59,Rent,Expense
2026-01-27,Swiggy,2421.59,Food,Expense
2026-01-27,Dominos Pizza,2419.06,Food,Expense
2026-01-27,Jio Recharge,2010.26,Bills & Utilities,Expense
2026-01-28,Zara,421.93,Shopping,Expense
2026-01-28,Electricity Bill,1910.65,Bills & Utilities,Expense
2026-01-28,Metro Card Recharge,2802.06,Transportation,Expense
2026-01-28,Swiggy,273.45,Food,Expense
2026-01-28,Reliance Digital,9723.17,Shopping,Expense
2026-01-28,McDonalds,2779.8,Food,Expense
2026-01-28,PVR Cinemas,894.83,Entertainment,Expense
2026-01-28,Water Bill,2704.6,Bills & Utilities,Expense
2026-01-28,Petrol Pump,551.87,Transportation,Expense
2026-01-28,Oyo Rooms,2041.7,Travel,Expense
2026-01-28,Flipkart,2064.02,Shopping,Expense
2026-01-28,Consulting Fee,44927.39,Salary,Income
2026-01-28,Apollo Pharmacy,1383.88,Healthcare,Expense
2026-01-29,BookMyShow,1374.39,Entertainment,Expense
2026-01-29,Petrol Pump,1245.74,Transportation,Expense
2026-01-29,Netflix,906.07,Entertainment,Expense
2026-01-29,Practo Consultation,1288.05,Healthcare,Expense
2026-01-29,Cafe Coffee Day,1857.84,Food,Expense
2026-01-29,Tech Corp Salary,77186.76,Salary,Income
2026-01-29,Airtel Broadband,788.32,Bills & Utilities,Expense
2026-01-29,Myntra,2130.68,Shopping,Expense
2026-01-29,Zara,2615.57,Shopping,Expense
2026-01-30,Zara,263.13,Shopping,Expense
2026-01-30,MakeMyTrip,12377.89,Travel,Expense
2026-01-30,Amazon,2812.67,Shopping,Expense
2026-01-30,Swiggy,1854.59,Food,Expense
2026-01-30,Electricity Bill,1127.63,Bills & Utilities,Expense
2026-01-30,Tech Corp Salary,53772.42,Salary,Income
2026-01-31,Gas Cylinder,2079.01,Bills & Utilities,Expense
2026-01-31,Amazon Prime,351.54,Entertainment,Expense
2026-01-31,McDonalds,364.66,Food,Expense
2026-01-31,Zomato,949.24,Food,Expense
2026-01-31,Petrol Pump,1360.67,Transportation,Expense
2026-02-01,Tech Corp Salary,76808.57,Salary,Income
2026-02-01,Monthly Rent,25656.17,Rent,Expense
2026-02-01,Zomato,2678.32,Food,Expense
2026-02-01,Netflix,3552.51,Entertainment,Expense
2026-02-01,Netflix,1913.92,Entertainment,Expense
2026-02-02,Indian Railways,2558.79,Transportation,Expense
2026-02-02,Dental Checkup,322.61,Healthcare,Expense
2026-02-02,Hospital Bill,1733.41,Healthcare,Expense
2026-02-02,Starbucks,2942.49,Food,Expense
2026-02-02,Myntra,2220.18,Shopping,Expense
2026-02-02,Myntra,1539.99,Shopping,Expense
2026-02-02,Zomato,2771.53,Food,Expense
2026-02-03,Spotify,762.89,Entertainment,Expense
2026-02-03,Cafe Coffee Day,1780.05,Food,Expense
2026-02-03,Dominos Pizza,1833.77,Food,Expense
2026-02-03,Hospital Bill,1402.55,Healthcare,Expense
2026-02-03,Petrol Pump,2604.85,Transportation,Expense
2026-02-03,Zomato,1265.95,Food,Expense
2026-02-04,BookMyShow,1909.03,Entertainment,Expense
2026-02-04,Myntra,379.94,Shopping,Expense
2026-02-04,Netflix,2690.17,Entertainment,Expense
2026-02-04,Consulting Fee,80759.25,Salary,Income
2026-02-04,Amazon,1797.42,Shopping,Expense
2026-02-04,Petrol Pump,529.6,Transportation,Expense
2026-02-04,Starbucks,2887.04,Food,Expense
2026-02-04,Hospital Bill,1775.6,Healthcare,Expense
2026-02-04,Uber,2228.12,Transportation,Expense
2026-02-04,Starbucks,1266.7,Food,Expense
2026-02-05,Monthly Rent,10952.98,Rent,Expense
2026-02-05,Airtel Broadband,1227.78,Bills & Utilities,Expense
2026-02-05,Dominos Pizza,2748.58,Food,Expense
2026-02-05,Zomato,2914.38,Food,Expense
2026-02-05,Myntra,2546.52,Shopping,Expense
2026-02-05,Freelance Gig,38089.53,Salary,Income
2026-02-05,Local Bakery,1400.69,Food,Expense
2026-02-06,Uber,2808.68,Transportation,Expense
2026-02-06,Dominos Pizza,2246.03,Food,Expense
2026-02-06,Metro Card Recharge,2657.39,Transportation,Expense
2026-02-06,DMart,2377.47,Shopping,Expense
2026-02-06,Zara,419.7,Shopping,Expense
2026-02-06,Hotel Taj,6828.73,Travel,Expense
2026-02-06,Zara,1752.2,Shopping,Expense
2026-02-06,Tech Corp Salary,146563.17,Salary,Income
2026-02-06,Ola,370.7,Transportation,Expense
2026-02-07,PVR Cinemas,134.96,Entertainment,Expense
2026-02-07,McDonalds,911.3,Food,Expense
2026-02-07,Dominos Pizza,1562.45,Food,Expense
2026-02-07,Zara,487.75,Shopping,Expense
2026-02-07,McDonalds,2515.81,Food,Expense
2026-02-07,Dental Checkup,2764.01,Healthcare,Expense
2026-02-08,Airtel Broadband,326.44,Bills & Utilities,Expense
2026-02-08,Zara,2587.16,Shopping,Expense
2026-02-08,Monthly Rent,10321.12,Rent,Expense
2026-02-08,Hotel Taj,9271.99,Travel,Expense
2026-02-08,Ola,327.07,Transportation,Expense
2026-02-08,Amazon Prime,1898.3,Entertainment,Expense
2026-02-09,Cafe Coffee Day,1590.26,Food,Expense
2026-02-09,Dominos Pizza,2528.04,Food,Expense
2026-02-09,Petrol Pump,1842.26,Transportation,Expense
2026-02-09,Local Bakery,1792.75,Food,Expense
2026-02-09,Cafe Coffee Day,138.99,Food,Expense
2026-02-10,Freelance Gig,76080.15,Salary,Income
2026-02-10,Dental Checkup,2708.99,Healthcare,Expense
2026-02-10,Petrol Pump,1796.77,Transportation,Expense
2026-02-10,BookMyShow,2738.1,Entertainment,Expense
2026-02-10,Cafe Coffee Day,2538.65,Food,Expense
2026-02-10,Local Bakery,879.46,Food,Expense
2026-02-10,Zomato,1610.68,Food,Expense
2026-02-10,Metro Card Recharge,1673.12,Transportation,Expense
2026-02-10,Swiggy,1824.32,Food,Expense
2026-02-11,Hotel Taj,5588.43,Travel,Expense
2026-02-11,Amazon Prime,2222.71,Entertainment,Expense
2026-02-11,Ola,1281.81,Transportation,Expense
2026-02-11,Monthly Rent,19993.51,Rent,Expense
2026-02-11,Consulting Fee,92997.49,Salary,Income
2026-02-11,Dominos Pizza,908.33,Food,Expense
2026-02-11,Swiggy,1504.16,Food,Expense
2026-02-11,DMart,2131.27,Shopping,Expense
2026-02-11,Consulting Fee,140455.02,Salary,Income
2026-02-11,Petrol Pump,643.4,Transportation,Expense
2026-02-11,Metro Card Recharge,834.51,Transportation,Expense
2026-02-11,Monthly Rent,14452.93,Rent,Expense
2026-02-11,Spotify,2600.52,Entertainment,Expense
2026-02-12,Monthly Rent,29479.6,Rent,Expense
2026-02-12,Reliance Digital,2862.25,Shopping,Expense
2026-02-12,Hotel Taj,5523.34,Travel,Expense
2026-02-12,Flipkart,343.28,Shopping,Expense
2026-02-12,Monthly Rent,15716.53,Rent,Expense
2026-02-13,Amazon,2313.8,Shopping,Expense
2026-02-13,Oyo Rooms,8657.12,Travel,Expense
2026-02-13,Uber,2252.53,Transportation,Expense
2026-02-13,Monthly Rent,21551.23,Rent,Expense
2026-02-13,Ola,1352.15,Transportation,Expense
2026-02-13,Airtel Broadband,1967.15,Bills & Utilities,Expense
2026-02-13,Indian Railways,2719.62,Transportation,Expense
2026-02-13,Local Bakery,9216.21,Food,Expense
2026-02-13,Zomato,2822.97,Food,Expense
2026-02-13,Indian Railways,2252.81,Transportation,Expense
2026-02-13,McDonalds,1576.97,Food,Expense
2026-02-13,Uber,906.29,Transportation,Expense
2026-02-14,McDonalds,2206.67,Food,Expense
2026-02-14,Dental Checkup,649.91,Healthcare,Expense
2026-02-14,Cafe Coffee Day,1383.78,Food,Expense
2026-02-14,Starbucks,1669.39,Food,Expense
2026-02-14,Water Bill,2822.56,Bills & Utilities,Expense
2026-02-14,Electricity Bill,2209.95,Bills & Utilities,Expense
2026-02-14,Local Bakery,2756.63,Food,Expense
2026-02-14,Metro Card Recharge,277.11,Transportation,Expense
2026-02-15,Indian Railways,2558.7,Transportation,Expense
2026-02-15,Starbucks,1831.78,Food,Expense
2026-02-15,Spotify,603.67,Entertainment,Expense
2026-02-15,Zomato,2318.79,Food,Expense
2026-02-15,Uber,2532.21,Transportation,Expense
2026-02-15,Uber,2428.84,Transportation,Expense
2026-02-15,Cafe Coffee Day,2407.84,Food,Expense
2026-02-15,Spotify,676.01,Entertainment,Expense
2026-02-16,Amazon,2104.6,Shopping,Expense
2026-02-16,Zomato,1849.12,Food,Expense
2026-02-16,Uber,1014.14,Transportation,Expense
2026-02-16,Starbucks,970.35,Food,Expense
2026-02-17,PVR Cinemas,2597.47,Entertainment,Expense
2026-02-17,McDonalds,2187.9,Food,Expense
2026-02-17,Myntra,1656.37,Shopping,Expense
2026-02-17,Uber,2476.42,Transportation,Expense
2026-02-17,Electricity Bill,1952.95,Bills & Utilities,Expense
2026-02-18,Dominos Pizza,1066.14,Food,Expense
2026-02-18,Uber,1123.57,Transportation,Expense
2026-02-18,Freelance Gig,149315.54,Salary,Income
2026-02-18,Ola,2877.82,Transportation,Expense
2026-02-18,PVR Cinemas,913.32,Entertainment,Expense
2026-02-18,Spotify,1313.38,Entertainment,Expense
2026-02-18,Dominos Pizza,692.96,Food,Expense
2026-02-18,Starbucks,1422.01,Food,Expense
2026-02-18,Monthly Rent,18308.95,Rent,Expense
2026-02-19,Indian Railways,335.98,Transportation,Expense
2026-02-19,Oyo Rooms,4784.75,Travel,Expense
2026-02-19,Airtel Broadband,2186.6,Bills & Utilities,Expense
2026-02-19,Local Bakery,188.85,Food,Expense
2026-02-19,Consulting Fee,93978.9,Salary,Income
2026-02-19,Petrol Pump,2885.17,Transportation,Expense
2026-02-19,Zomato,2844.32,Food,Expense
2026-02-20,McDonalds,2364.34,Food,Expense
2026-02-20,Flipkart,2148.24,Shopping,Expense
2026-02-20,Electricity Bill,1300.82,Bills & Utilities,Expense
2026-02-20,Monthly Rent,12296.29,Rent,Expense
2026-02-21,Spotify,2501.58,Entertainment,Expense
2026-02-21,Tech Corp Salary,51372.71,Salary,Income
2026-02-21,Zomato,2866.6,Food,Expense
2026-02-21,Cafe Coffee Day,2102.16,Food,Expense
2026-02-21,Ola,1118.71,Transportation,Expense
2026-02-21,Airtel Broadband,1170.78,Bills & Utilities,Expense
2026-02-21,Flipkart,1314.7,Shopping,Expense
2026-02-21,Electricity Bill,161.11,Bills & Utilities,Expense
2026-02-21,Indigo Airlines,5716.6,Travel,Expense
2026-02-21,Dominos Pizza,1856.68,Food,Expense
2026-02-22,Zomato,797.04,Food,Expense
2026-02-22,Myntra,721.8,Shopping,Expense
2026-02-22,Amazon Prime,820.71,Entertainment,Expense
2026-02-22,Monthly Rent,22982.2,Rent,Expense
2026-02-23,Monthly Rent,10869.64,Rent,Expense
2026-02-23,Uber,1286.06,Transportation,Expense
2026-02-23,Metro Card Recharge,1668.67,Transportation,Expense
2026-02-23,PVR Cinemas,995.99,Entertainment,Expense
2026-02-23,Cafe Coffee Day,1941.63,Food,Expense
2026-02-23,MakeMyTrip,4791.18,Travel,Expense
2026-02-23,PVR Cinemas,2770.92,Entertainment,Expense
2026-02-24,Reliance Digital,2772.98,Shopping,Expense
2026-02-24,Metro Card Recharge,470.64,Transportation,Expense
2026-02-24,Local Bakery,2435.75,Food,Expense
2026-02-24,Hospital Bill,148.89,Healthcare,Expense
2026-02-24,Local Bakery,605.51,Food,Expense
2026-02-24,Uber,2011.72,Transportation,Expense
2026-02-24,Cafe Coffee Day,9670.38,Food,Expense
2026-02-24,Dominos Pizza,2942.47,Food,Expense
2026-02-24,Electricity Bill,1619.69,Bills & Utilities,Expense
2026-02-24,Swiggy,2886.09,Food,Expense
2026-02-24,Dental Checkup,1119.19,Healthcare,Expense
2026-02-25,Cafe Coffee Day,504.56,Food,Expense
2026-02-25,Myntra,2042.24,Shopping,Expense
2026-02-25,Dominos Pizza,2926.94,Food,Expense
2026-02-26,Local Bakery,1925.98,Food,Expense
2026-02-26,Starbucks,1622.37,Food,Expense
2026-02-26,Reliance Digital,1427.59,Shopping,Expense
2026-02-26,Swiggy,569.48,Food,Expense
2026-02-26,Amazon Prime,667.55,Entertainment,Expense
2026-02-26,Zomato,2837.12,Food,Expense
2026-02-26,Electricity Bill,2886.47,Bills & Utilities,Expense
2026-02-26,Swiggy,1343.26,Food,Expense
2026-02-26,Uber,2839.49,Transportation,Expense
2026-02-26,Local Bakery,1626.65,Food,Expense
2026-02-26,Amazon Prime,2757.12,Entertainment,Expense
2026-02-27,Freelance Gig,135939.25,Salary,Income
2026-02-27,PVR Cinemas,20527.41,Entertainment,Expense
2026-02-27,Ola,100.89,Transportation,Expense
2026-02-27,Jio Recharge,832.88,Bills & Utilities,Expense
2026-02-27,Water Bill,527.74,Bills & Utilities,Expense
2026-02-28,Zomato,1812.46,Food,Expense
2026-02-28,Amazon Prime,255.04,Entertainment,Expense
2026-02-28,Water Bill,1475.72,Bills & Utilities,Expense
2026-03-01,Myntra,220.74,Shopping,Expense
2026-03-01,PVR Cinemas,533.74,Entertainment,Expense
2026-03-01,Metro Card Recharge,484.8,Transportation,Expense
2026-03-01,Water Bill,1231.76,Bills & Utilities,Expense
2026-03-01,Petrol Pump,2718.49,Transportation,Expense
2026-03-01,Amazon Prime,1002.68,Entertainment,Expense
2026-03-02,Airtel Broadband,1974.11,Bills & Utilities,Expense
2026-03-02,Starbucks,1385.18,Food,Expense
2026-03-02,Monthly Rent,17480.88,Rent,Expense
2026-03-02,Spotify,1608.29,Entertainment,Expense
2026-03-02,Spotify,2585.83,Entertainment,Expense
2026-03-02,Petrol Pump,2622.8,Transportation,Expense
2026-03-02,McDonalds,2387.51,Food,Expense
2026-03-02,Hospital Bill,2963.12,Healthcare,Expense
2026-03-02,Reliance Digital,243.22,Shopping,Expense
2026-03-02,Myntra,4501.5,Shopping,Expense
2026-03-02,Jio Recharge,1784.67,Bills & Utilities,Expense
2026-03-03,MakeMyTrip,14977.66,Travel,Expense
2026-03-03,Metro Card Recharge,953.14,Transportation,Expense
2026-03-03,Amazon,952.33,Shopping,Expense
2026-03-03,Spotify,1438.92,Entertainment,Expense
2026-03-03,Indian Railways,2071.32,Transportation,Expense
2026-03-03,Starbucks,2942.38,Food,Expense
2026-03-04,Zara,552.57,Shopping,Expense
2026-03-04,Apollo Pharmacy,1276.04,Healthcare,Expense
2026-03-04,PVR Cinemas,1754.45,Entertainment,Expense
2026-03-04,Zomato,2712.47,Food,Expense
2026-03-05,Metro Card Recharge,1573.1,Transportation,Expense
2026-03-05,Hospital Bill,2147.97,Healthcare,Expense
2026-03-05,Indigo Airlines,8930.61,Travel,Expense
2026-03-05,Jio Recharge,2571.85,Bills & Utilities,Expense
2026-03-05,Swiggy,237.26,Food,Expense
2026-03-05,Jio Recharge,726.9,Bills & Utilities,Expense
2026-03-05,McDonalds,2141.23,Food,Expense
2026-03-05,PVR Cinemas,2528.4,Entertainment,Expense
2026-03-06,Electricity Bill,1973.4,Bills & Utilities,Expense
2026-03-06,Uber,1083.35,Transportation,Expense
2026-03-06,Ola,1883.02,Transportation,Expense
2026-03-06,Indian Railways,1437.01,Transportation,Expense
2026-03-06,Uber,2498.5,Transportation,Expense
2026-03-07,Consulting Fee,41115.47,Salary,Income
2026-03-07,Tech Corp Salary,137221.92,Salary,Income
2026-03-07,Gas Cylinder,13358.79,Bills & Utilities,Expense
2026-03-07,Consulting Fee,104750.53,Salary,Income
2026-03-08,Reliance Digital,692.29,Shopping,Expense
2026-03-08,Uber,2539.04,Transportation,Expense
2026-03-08,Gas Cylinder,840.96,Bills & Utilities,Expense
2026-03-08,Monthly Rent,29878.03,Rent,Expense
2026-03-08,McDonalds,1914.17,Food,Expense
2026-03-08,Amazon,2497.79,Shopping,Expense
2026-03-08,Freelance Gig,135172.43,Salary,Income
2026-03-09,Zara,1017.8,Shopping,Expense
2026-03-09,Jio Recharge,1929.6,Bills & Utilities,Expense
2026-03-09,Petrol Pump,2841.03,Transportation,Expense
2026-03-09,Uber,977.89,Transportation,Expense
2026-03-09,Monthly Rent,28745.09,Rent,Expense
2026-03-09,Monthly Rent,11383.62,Rent,Expense
2026-03-09,Freelance Gig,70491.59,Salary,Income
2026-03-09,Dental Checkup,2244.71,Healthcare,Expense
2026-03-10,Freelance Gig,38636.89,Salary,Income
2026-03-10,Oyo Rooms,11549.39,Travel,Expense
2026-03-10,Netflix,2052.04,Entertainment,Expense
2026-03-10,Ola,443.03,Transportation,Expense
2026-03-11,Reliance Digital,147.5,Shopping,Expense
2026-03-11,Dental Checkup,2675.78,Healthcare,Expense
2026-03-11,Indian Railways,1455.84,Transportation,Expense
2026-03-11,Myntra,885.88,Shopping,Expense
2026-03-11,Zomato,2418.92,Food,Expense
2026-03-12,Cafe Coffee Day,353.93,Food,Expense
2026-03-12,Freelance Gig,56066.94,Salary,Income
2026-03-12,Dominos Pizza,1239.06,Food,Expense
2026-03-12,Petrol Pump,1669.17,Transportation,Expense
2026-03-12,Ola,1479.7,Transportation,Expense
2026-03-12,Cafe Coffee Day,2335.09,Food,Expense
2026-03-13,BookMyShow,1950.85,Entertainment,Expense
2026-03-13,Monthly Rent,17959.04,Rent,Expense
2026-03-13,Starbucks,2298.68,Food,Expense
2026-03-13,Tech Corp Salary,125989.76,Salary,Income
2026-03-13,Starbucks,476.31,Food,Expense
2026-03-13,Uber,860.1,Transportation,Expense
2026-03-14,Zomato,830.02,Food,Expense
2026-03-14,DMart,2749.37,Shopping,Expense
2026-03-14,Uber,2206.89,Transportation,Expense
2026-03-14,Cafe Coffee Day,1813.93,Food,Expense
2026-03-14,Amazon Prime,721.02,Entertainment,Expense
2026-03-14,Tech Corp Salary,107644.99,Salary,Income
2026-03-15,Swiggy,2703.71,Food,Expense
2026-03-15,PVR Cinemas,2396.34,Entertainment,Expense
2026-03-15,Petrol Pump,674.94,Transportation,Expense
2026-03-15,Hospital Bill,1440.54,Healthcare,Expense
2026-03-16,Local Bakery,1497.38,Food,Expense
2026-03-16,Flipkart,862.35,Shopping,Expense
2026-03-16,Myntra,959.74,Shopping,Expense
2026-03-16,Dominos Pizza,251.14,Food,Expense
2026-03-16,Electricity Bill,815.58,Bills & Utilities,Expense
2026-03-16,BookMyShow,2011.94,Entertainment,Expense
2026-03-16,Petrol Pump,2854.17,Transportation,Expense
2026-03-16,Zomato,2628.36,Food,Expense
2026-03-17,Monthly Rent,29020.75,Rent,Expense
2026-03-17,Myntra,418.12,Shopping,Expense
2026-03-17,MakeMyTrip,14421.73,Travel,Expense
2026-03-17,Indigo Airlines,6016.88,Travel,Expense
2026-03-17,Myntra,2463.38,Shopping,Expense
2026-03-18,Dominos Pizza,1357.83,Food,Expense
2026-03-18,Tech Corp Salary,61715.9,Salary,Income
2026-03-18,Metro Card Recharge,957.67,Transportation,Expense
2026-03-18,Monthly Rent,24656.62,Rent,Expense
2026-03-18,McDonalds,1267.98,Food,Expense
2026-03-19,Hospital Bill,258.63,Healthcare,Expense
2026-03-19,Water Bill,1381.46,Bills & Utilities,Expense
2026-03-19,Consulting Fee,130225.02,Salary,Income
2026-03-19,Netflix,2498.6,Entertainment,Expense
2026-03-20,Zomato,2376.15,Food,Expense
2026-03-20,Petrol Pump,256.48,Transportation,Expense
2026-03-20,Freelance Gig,118178.81,Salary,Income
2026-03-20,Myntra,2188.16,Shopping,Expense
2026-03-21,PVR Cinemas,2114.9,Entertainment,Expense
2026-03-21,Cafe Coffee Day,2879.94,Food,Expense
2026-03-21,Local Bakery,1900.15,Food,Expense
2026-03-21,DMart,2228.94,Shopping,Expense
2026-03-21,Indian Railways,1440.29,Transportation,Expense
2026-03-21,Zomato,862.72,Food,Expense
2026-03-22,DMart,2340.45,Shopping,Expense
2026-03-22,Spotify,1052.7,Entertainment,Expense
2026-03-22,Metro Card Recharge,2735.91,Transportation,Expense
2026-03-22,Consulting Fee,129403.73,Salary,Income
